2025-11-19 17:05:00.770 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:06:27.509 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:06:27.509 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id: 15
2025-11-20 10:06:27.509 | WARNING  | yaml_check.views:validate_yaml:89 | 未能找到 key 的行号: hardware.machines.id: 15
2025-11-20 10:06:27.510 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 10:06:27.510 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.12793469429016113
2025-11-20 10:06:29.250 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:06:29.439 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:06:29.439 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:06:29.439 | INFO     | yaml_check.validator:validate:490 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:06:29.443 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:06:29.443 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:06:29.444 | WARNING  | yaml_check.validator:validate_value_types:448 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:06:29.444 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:06:29.444 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:06:29.445 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id: 15
2025-11-20 10:06:29.445 | WARNING  | yaml_check.views:validate_yaml:89 | 未能找到 key 的行号: hardware.machines.id: 15
2025-11-20 10:06:29.445 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 10:06:29.446 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.19551682472229004
2025-11-20 10:06:30.007 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:06:30.137 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:06:30.137 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:06:30.138 | INFO     | yaml_check.validator:validate:490 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:06:30.141 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:06:30.141 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:06:30.142 | WARNING  | yaml_check.validator:validate_value_types:448 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:06:30.142 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:06:30.142 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:06:30.143 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id: 15
2025-11-20 10:06:30.143 | WARNING  | yaml_check.views:validate_yaml:89 | 未能找到 key 的行号: hardware.machines.id: 15
2025-11-20 10:06:30.143 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 10:06:30.144 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.13655686378479004
2025-11-20 10:06:30.622 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:06:30.739 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:06:30.739 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:06:30.740 | INFO     | yaml_check.validator:validate:490 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:06:30.743 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:06:30.744 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:06:30.745 | WARNING  | yaml_check.validator:validate_value_types:448 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:06:30.745 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:06:30.745 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:06:30.746 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id: 15
2025-11-20 10:06:30.746 | WARNING  | yaml_check.views:validate_yaml:89 | 未能找到 key 的行号: hardware.machines.id: 15
2025-11-20 10:06:30.746 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 10:06:30.746 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.12460923194885254
2025-11-20 10:06:37.447 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/validator.py changed, reloading.
2025-11-20 10:06:46.048 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/validator.py changed, reloading.
2025-11-20 10:06:53.088 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/validator.py changed, reloading.
2025-11-20 10:06:55.219 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:06:55.408 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:06:55.409 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:06:55.409 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:06:55.416 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:06:55.417 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:06:55.418 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:06:55.418 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:06:55.418 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:06:55.420 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id: 15
2025-11-20 10:06:55.420 | WARNING  | yaml_check.views:validate_yaml:89 | 未能找到 key 的行号: hardware.machines.id: 15
2025-11-20 10:06:55.420 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 10:06:55.421 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.2017524242401123
2025-11-20 10:06:57.024 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:06:57.145 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:06:57.145 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:06:57.146 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:06:57.149 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:06:57.150 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:06:57.150 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:06:57.150 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:06:57.151 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:06:57.151 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id: 15
2025-11-20 10:06:57.152 | WARNING  | yaml_check.views:validate_yaml:89 | 未能找到 key 的行号: hardware.machines.id: 15
2025-11-20 10:06:57.152 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 10:06:57.152 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.12799072265625
2025-11-20 10:06:57.700 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:06:57.816 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:06:57.817 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:06:57.817 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:06:57.820 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:06:57.821 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:06:57.821 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:06:57.821 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:06:57.822 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:06:57.823 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id: 15
2025-11-20 10:06:57.823 | WARNING  | yaml_check.views:validate_yaml:89 | 未能找到 key 的行号: hardware.machines.id: 15
2025-11-20 10:06:57.823 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 10:06:57.824 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.12397098541259766
2025-11-20 10:06:58.433 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:06:58.544 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:06:58.545 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:06:58.545 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:06:58.548 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:06:58.549 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:06:58.549 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:06:58.549 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:06:58.550 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:06:58.550 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id: 15
2025-11-20 10:06:58.550 | WARNING  | yaml_check.views:validate_yaml:89 | 未能找到 key 的行号: hardware.machines.id: 15
2025-11-20 10:06:58.550 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 10:06:58.551 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.11774682998657227
2025-11-20 10:06:59.240 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:06:59.364 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:06:59.364 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:06:59.364 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:06:59.368 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:06:59.368 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:06:59.369 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:06:59.369 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:06:59.369 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:06:59.370 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id: 15
2025-11-20 10:06:59.370 | WARNING  | yaml_check.views:validate_yaml:89 | 未能找到 key 的行号: hardware.machines.id: 15
2025-11-20 10:06:59.370 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 10:06:59.370 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.12987518310546875
2025-11-20 10:07:00.143 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:07:00.265 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:07:00.266 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:07:00.266 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:07:00.269 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:07:00.270 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:07:00.271 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:07:00.271 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:07:00.271 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:07:00.272 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id: 15
2025-11-20 10:07:00.272 | WARNING  | yaml_check.views:validate_yaml:89 | 未能找到 key 的行号: hardware.machines.id: 15
2025-11-20 10:07:00.273 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 10:07:00.273 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.13015246391296387
2025-11-20 10:07:10.502 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/views.py changed, reloading.
2025-11-20 10:07:25.881 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:07:26.018 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:07:26.019 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:07:26.019 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:07:26.024 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:07:26.025 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:07:26.025 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:07:26.025 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:07:26.026 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:07:26.026 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id
2025-11-20 10:07:26.027 | WARNING  | yaml_check.views:validate_yaml:104 | 未能找到 key 的行号: hardware.machines.id
2025-11-20 10:07:26.027 | INFO     | yaml_check.views:validate_yaml:109 | 返回验证结果
2025-11-20 10:07:26.027 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.14615130424499512
2025-11-20 10:07:27.596 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:07:27.706 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:07:27.706 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:07:27.707 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:07:27.710 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:07:27.710 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:07:27.711 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:07:27.711 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:07:27.711 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:07:27.712 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id
2025-11-20 10:07:27.712 | WARNING  | yaml_check.views:validate_yaml:104 | 未能找到 key 的行号: hardware.machines.id
2025-11-20 10:07:27.712 | INFO     | yaml_check.views:validate_yaml:109 | 返回验证结果
2025-11-20 10:07:27.713 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.11669611930847168
2025-11-20 10:07:31.881 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/views.py changed, reloading.
2025-11-20 10:07:35.939 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:07:36.097 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:07:36.097 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:07:36.098 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:07:36.105 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:07:36.106 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:07:36.107 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:07:36.108 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:07:36.108 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:07:36.109 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id
2025-11-20 10:07:36.109 | WARNING  | yaml_check.views:validate_yaml:104 | 未能找到 key 的行号: hardware.machines.id
2025-11-20 10:07:36.110 | INFO     | yaml_check.views:validate_yaml:109 | 返回验证结果
2025-11-20 10:07:36.111 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.1717381477355957
2025-11-20 10:07:37.160 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:07:37.303 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:07:37.303 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:07:37.304 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:07:37.307 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:07:37.308 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:07:37.309 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:07:37.309 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:07:37.309 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:07:37.310 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id
2025-11-20 10:07:37.310 | WARNING  | yaml_check.views:validate_yaml:104 | 未能找到 key 的行号: hardware.machines.id
2025-11-20 10:07:37.310 | INFO     | yaml_check.views:validate_yaml:109 | 返回验证结果
2025-11-20 10:07:37.311 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.15072202682495117
2025-11-20 10:07:38.412 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:07:38.530 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:07:38.530 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:07:38.530 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:07:38.534 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:07:38.534 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:07:38.535 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:07:38.535 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:07:38.535 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:07:38.536 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id
2025-11-20 10:07:38.536 | WARNING  | yaml_check.views:validate_yaml:104 | 未能找到 key 的行号: hardware.machines.id
2025-11-20 10:07:38.536 | INFO     | yaml_check.views:validate_yaml:109 | 返回验证结果
2025-11-20 10:07:38.537 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.12495684623718262
2025-11-20 10:07:39.329 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:07:39.450 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:07:39.450 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:07:39.450 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:07:39.454 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:07:39.454 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:07:39.455 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:07:39.455 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 10:07:39.456 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E101] Unsupported: value type error for [hardware.machines.id: 15]. Expected string, got int
2025-11-20 10:07:39.457 | WARNING  | yaml_check.line_finder:find_key_line_number:80 | 未找到 key 路径: hardware.machines.id
2025-11-20 10:07:39.457 | WARNING  | yaml_check.views:validate_yaml:104 | 未能找到 key 的行号: hardware.machines.id
2025-11-20 10:07:39.457 | INFO     | yaml_check.views:validate_yaml:109 | 返回验证结果
2025-11-20 10:07:39.457 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.12808704376220703
2025-11-20 10:07:40.372 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 10:07:40.500 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 10:07:40.500 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 10:07:40.501 | INFO     | yaml_check.validator:validate:494 | ========== 开始 YAML 验证流程 ==========
2025-11-20 10:07:40.504 | INFO     | yaml_check.validator:validate_required_root_keys:259 | ✅ E001 验证通过：所有必需键存在
2025-11-20 10:07:40.504 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:343 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 10:07:40.505 | WARNING  | yaml_check.validator:validate_value_types:450 | E101: 字段 [hardware.machines.id: 15] 类型错误，期望 string，实际 int
2025-11-20 10:07:40.505 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
